"Feature","Original.Name","Integer.Rep"
"fiModelDesc","990","1775"
"fiModelDesc","992","1776"
"fiModelDesc","992B","1777"
"fiModelDesc","992C","1778"
"fiModelDesc","992D","1779"
"fiModelDesc","992DLC","1780"
"fiModelDesc","992E","1781"
"fiModelDesc","992ELC","1782"
"fiModelDesc","994","1783"
"fiModelDesc","9NX2","1784"
"fiModelDesc","A220","1785"
"fiModelDesc","A300","1786"
"fiModelDesc","A400E","1787"
"fiModelDesc","A450E","1788"
"fiModelDesc","A500","1789"
"fiModelDesc","A500E","1790"
"fiModelDesc","A525","1791"
"fiModelDesc","A550","1792"
"fiModelDesc","A550E","1793"
"fiModelDesc","A556","1794"
"fiModelDesc","A560E","1795"
"fiModelDesc","A566E","1796"
"fiModelDesc","A600","1797"
"fiModelDesc","A606","1798"
"fiModelDesc","A62","1799"
"fiModelDesc","A66","1800"
"fiModelDesc","AL20DX","1801"
"fiModelDesc","AX27U","1802"
"fiModelDesc","AX35U","1803"
"fiModelDesc","AX50U","1804"
"fiModelDesc","B100","1805"
"fiModelDesc","B12","1806"
"fiModelDesc","B17","1807"
"fiModelDesc","B17-2B","1808"
"fiModelDesc","B200","1809"
"fiModelDesc","B21TLB","1810"
"fiModelDesc","B22","1811"
"fiModelDesc","B22-2B","1812"
"fiModelDesc","B250","1813"
"fiModelDesc","B250B","1814"
"fiModelDesc","B2630HSD","1815"
"fiModelDesc","B27","1816"
"fiModelDesc","B27-2B","1817"
"fiModelDesc","B3","1818"
"fiModelDesc","B300","1819"
"fiModelDesc","B300B","1820"
"fiModelDesc","B3030HSD","1821"
"fiModelDesc","B37","1822"
"fiModelDesc","B372B","1823"
"fiModelDesc","B4230CS1","1824"
"fiModelDesc","B5","1825"
"fiModelDesc","B50","1826"
"fiModelDesc","B502B","1827"
"fiModelDesc","B5060","1828"
"fiModelDesc","B5370","1829"
"fiModelDesc","B6","1830"
"fiModelDesc","B7","1831"
"fiModelDesc","B7610","1832"
"fiModelDesc","B7800","1833"
"fiModelDesc","B8250","1834"
"fiModelDesc","B8250T","1835"
"fiModelDesc","BD2","1836"
"fiModelDesc","BD2F","1837"
"fiModelDesc","BD2G","1838"
"fiModelDesc","BD2H","1839"
"fiModelDesc","BD2J","1840"
"fiModelDesc","BH100E","1841"
"fiModelDesc","BH65","1842"
"fiModelDesc","BH70","1843"
"fiModelDesc","BH80E","1844"
"fiModelDesc","BL275","1845"
"fiModelDesc","BL370","1846"
"fiModelDesc","BL370B","1847"
"fiModelDesc","BL375","1848"
"fiModelDesc","BL470","1849"
"fiModelDesc","BL475","1850"
"fiModelDesc","BL570","1851"
"fiModelDesc","BL60","1852"
"fiModelDesc","BL70","1853"
"fiModelDesc","BL70D","1854"
"fiModelDesc","BM5350","1855"
"fiModelDesc","BS3E","1856"
"fiModelDesc","BS3F","1857"
"fiModelDesc","BX22","1858"
"fiModelDesc","BX23","1859"
"fiModelDesc","BX70","1860"
"fiModelDesc","C12B","1861"
"fiModelDesc","C14B","1862"
"fiModelDesc","C166","1863"
"fiModelDesc","C175","1864"
"fiModelDesc","C185","1865"
"fiModelDesc","C190","1866"
"fiModelDesc","C24","1867"
"fiModelDesc","C266","1868"
"fiModelDesc","C28","1869"
"fiModelDesc","C366","1870"
"fiModelDesc","C451","1871"
"fiModelDesc","C475","1872"
"fiModelDesc","C6","1873"
"fiModelDesc","C60A","1874"
"fiModelDesc","C60B","1875"
"fiModelDesc","C70A","1876"
"fiModelDesc","C80A","1877"
"fiModelDesc","C80B","1878"
"fiModelDesc","C80C","1879"
"fiModelDesc","C86A","1880"
"fiModelDesc","C86C","1881"
"fiModelDesc","CBL40","1882"
"fiModelDesc","CK25","1883"
"fiModelDesc","CK35","1884"
"fiModelDesc","CK62","1885"
"fiModelDesc","CL35","1886"
"fiModelDesc","CL45","1887"
"fiModelDesc","CL55","1888"
"fiModelDesc","CL65","1889"
"fiModelDesc","CT332","1890"
"fiModelDesc","CTL60","1891"
"fiModelDesc","CTL70","1892"
"fiModelDesc","CTL80","1893"
"fiModelDesc","CX 2","1894"
"fiModelDesc","CX 4","1895"
"fiModelDesc","CX130","1896"
"fiModelDesc","CX130B","1897"
"fiModelDesc","CX130C","1898"
"fiModelDesc","CX135","1899"
"fiModelDesc","CX135SR","1900"
"fiModelDesc","CX14","1901"
"fiModelDesc","CX15","1902"
"fiModelDesc","CX160","1903"
"fiModelDesc","CX160B","1904"
"fiModelDesc","CX160C","1905"
"fiModelDesc","CX160LC","1906"
"fiModelDesc","CX17B","1907"
"fiModelDesc","CX180B","1908"
"fiModelDesc","CX210","1909"
"fiModelDesc","CX210B","1910"
"fiModelDesc","CX210LC","1911"
"fiModelDesc","CX210LR","1912"
"fiModelDesc","CX210N","1913"
"fiModelDesc","CX216","1914"
"fiModelDesc","CX218","1915"
"fiModelDesc","CX219Z","1916"
"fiModelDesc","CX224","1917"
"fiModelDesc","CX225","1918"
"fiModelDesc","CX225SR","1919"
"fiModelDesc","CX229","1920"
"fiModelDesc","CX234","1921"
"fiModelDesc","CX240","1922"
"fiModelDesc","CX240B","1923"
"fiModelDesc","CX240LR","1924"
"fiModelDesc","CX25","1925"
"fiModelDesc","CX254","1926"
"fiModelDesc","CX27","1927"
"fiModelDesc","CX27B","1928"
"fiModelDesc","CX27BZTS","1929"
"fiModelDesc","CX28","1930"
"fiModelDesc","CX290","1931"
"fiModelDesc","CX31","1932"
"fiModelDesc","CX31B","1933"
"fiModelDesc","CX330","1934"
"fiModelDesc","CX330LC","1935"
"fiModelDesc","CX35","1936"
"fiModelDesc","CX36","1937"
"fiModelDesc","CX36B","1938"
"fiModelDesc","CX460","1939"
"fiModelDesc","CX460LC","1940"
"fiModelDesc","CX47","1941"
"fiModelDesc","CX50","1942"
"fiModelDesc","CX50B","1943"
"fiModelDesc","CX60","1944"
"fiModelDesc","CX70","1945"
"fiModelDesc","CX75","1946"
"fiModelDesc","CX75SR","1947"
"fiModelDesc","CX80","1948"
"fiModelDesc","CX800","1949"
"fiModelDesc","D10","1950"
"fiModelDesc","D10N","1951"
"fiModelDesc","D10R","1952"
"fiModelDesc","D11N","1953"
"fiModelDesc","D11R","1954"
"fiModelDesc","D135","1955"
"fiModelDesc","D135A","1956"
"fiModelDesc","D135A-1","1957"
"fiModelDesc","D135A-2","1958"
"fiModelDesc","D1500","1959"
"fiModelDesc","D150A-1","1960"
"fiModelDesc","D155","1961"
"fiModelDesc","D155-1","1962"
"fiModelDesc","D155A","1963"
"fiModelDesc","D155A-1","1964"
"fiModelDesc","D155A-2","1965"
"fiModelDesc","D155A-3","1966"
"fiModelDesc","D155A1","1967"
"fiModelDesc","D155AX","1968"
"fiModelDesc","D155AX-3","1969"
"fiModelDesc","D155AX-5","1970"
"fiModelDesc","D155AX-6","1971"
"fiModelDesc","D155C-1","1972"
"fiModelDesc","D2","1973"
"fiModelDesc","D20","1974"
"fiModelDesc","D20-5","1975"
"fiModelDesc","D20-7","1976"
"fiModelDesc","D20A","1977"
"fiModelDesc","D20A-5","1978"
"fiModelDesc","D20A-6","1979"
"fiModelDesc","D20A-7","1980"
"fiModelDesc","D20A-7E","1981"
"fiModelDesc","D20AG","1982"
"fiModelDesc","D20P","1983"
"fiModelDesc","D20P-5","1984"
"fiModelDesc","D20P-5LGP","1985"
"fiModelDesc","D20P-6","1986"
"fiModelDesc","D20P-6A","1987"
"fiModelDesc","D20P-6LGP","1988"
"fiModelDesc","D20P-7","1989"
"fiModelDesc","D20P-7E","1990"
"fiModelDesc","D20P-7LGP","1991"
"fiModelDesc","D20PL-6","1992"
"fiModelDesc","D21","1993"
"fiModelDesc","D21A","1994"
"fiModelDesc","D21A-5","1995"
"fiModelDesc","D21A-6","1996"
"fiModelDesc","D21A-7","1997"
"fiModelDesc","D21A-7E","1998"
"fiModelDesc","D21A-8","1999"
"fiModelDesc","D21E-6","2000"
"fiModelDesc","D21P","2001"
"fiModelDesc","D21P-5","2002"
"fiModelDesc","D21P-5A","2003"
"fiModelDesc","D21P-5LGP","2004"
"fiModelDesc","D21P-6","2005"
"fiModelDesc","D21P-6A","2006"
"fiModelDesc","D21P-6LGP","2007"
"fiModelDesc","D21P-7","2008"
"fiModelDesc","D21P-7E","2009"
"fiModelDesc","D21P-7LGP","2010"
"fiModelDesc","D21P-8","2011"
"fiModelDesc","D21P7S","2012"
"fiModelDesc","D21PG","2013"
"fiModelDesc","D21PL","2014"
"fiModelDesc","D21PL-5","2015"
"fiModelDesc","D21Q7","2016"
"fiModelDesc","D275A-2","2017"
"fiModelDesc","D3","2018"
"fiModelDesc","D30P","2019"
"fiModelDesc","D30P18","2020"
"fiModelDesc","D31","2021"
"fiModelDesc","D31-16","2022"
"fiModelDesc","D3117","2023"
"fiModelDesc","D3118","2024"
"fiModelDesc","D31A","2025"
"fiModelDesc","D31A-16","2026"
"fiModelDesc","D31A-18","2027"
"fiModelDesc","D31E","2028"
"fiModelDesc","D31E-20","2029"
"fiModelDesc","D31E17","2030"
"fiModelDesc","D31E18","2031"
"fiModelDesc","D31EX","2032"
"fiModelDesc","D31EX-21","2033"
"fiModelDesc","D31EX-21A","2034"
"fiModelDesc","D31LGP","2035"
"fiModelDesc","D31P","2036"
"fiModelDesc","D31P-17","2037"
"fiModelDesc","D31P-18","2038"
"fiModelDesc","D31P-20","2039"
"fiModelDesc","D31P15","2040"
"fiModelDesc","D31P16","2041"
"fiModelDesc","D31P16LGP","2042"
"fiModelDesc","D31P17LGP","2043"
"fiModelDesc","D31P18A","2044"
"fiModelDesc","D31P18LGP","2045"
"fiModelDesc","D31P20LGP","2046"
"fiModelDesc","D31PLGP","2047"
"fiModelDesc","D31PX","2048"
"fiModelDesc","D31PX-21","2049"
"fiModelDesc","D31PX22","2050"
"fiModelDesc","D32E","2051"
"fiModelDesc","D32E-1","2052"
"fiModelDesc","D32P","2053"
"fiModelDesc","D32P-1","2054"
"fiModelDesc","D355","2055"
"fiModelDesc","D355-3","2056"
"fiModelDesc","D355A","2057"
"fiModelDesc","D355A-1","2058"
"fiModelDesc","D355A-3","2059"
"fiModelDesc","D355A-5","2060"
"fiModelDesc","D37","2061"
"fiModelDesc","D375","2062"
"fiModelDesc","D375A","2063"
"fiModelDesc","D375A-2","2064"
"fiModelDesc","D375A-3","2065"
"fiModelDesc","D375A5","2066"
"fiModelDesc","D37E","2067"
"fiModelDesc","D37E-1","2068"
"fiModelDesc","D37E-2","2069"
"fiModelDesc","D37EX","2070"
"fiModelDesc","D37EX-21","2071"
"fiModelDesc","D37P","2072"
"fiModelDesc","D37P-2","2073"
"fiModelDesc","D37P-5","2074"
"fiModelDesc","D37PX","2075"
"fiModelDesc","D37PX-21","2076"
"fiModelDesc","D38E","2077"
"fiModelDesc","D38E-1","2078"
"fiModelDesc","D38P","2079"
"fiModelDesc","D38P-1","2080"
"fiModelDesc","D39","2081"
"fiModelDesc","D39E","2082"
"fiModelDesc","D39E-1","2083"
"fiModelDesc","D39EX","2084"
"fiModelDesc","D39EX-21","2085"
"fiModelDesc","D39EX21KomStatII","2086"
"fiModelDesc","D39EX22","2087"
"fiModelDesc","D39P","2088"
"fiModelDesc","D39PX","2089"
"fiModelDesc","D39PX-12","2090"
"fiModelDesc","D39PX-21","2091"
"fiModelDesc","D39PX21KomStat","2092"
"fiModelDesc","D39PX21KomStatII","2093"
"fiModelDesc","D39PX22","2094"
"fiModelDesc","D3B","2095"
"fiModelDesc","D3BLGP","2096"
"fiModelDesc","D3C","2097"
"fiModelDesc","D3CII","2098"
"fiModelDesc","D3CIII","2099"
"fiModelDesc","D3CIIILGP","2100"
"fiModelDesc","D3CIIISLGP","2101"
"fiModelDesc","D3CIIIXL","2102"
"fiModelDesc","D3CIILGP","2103"
"fiModelDesc","D3CLGP","2104"
"fiModelDesc","D3G","2105"
"fiModelDesc","D3GLGP","2106"
"fiModelDesc","D3GXL","2107"
"fiModelDesc","D3KLGP","2108"
"fiModelDesc","D3KXL","2109"
"fiModelDesc","D3LGP","2110"
"fiModelDesc","D40","2111"
"fiModelDesc","D40A-3","2112"
"fiModelDesc","D40P","2113"
"fiModelDesc","D40P-3","2114"
"fiModelDesc","D41","2115"
"fiModelDesc","D41A","2116"
"fiModelDesc","D41A-3","2117"
"fiModelDesc","D41A-5","2118"
"fiModelDesc","D41E","2119"
"fiModelDesc","D41E-3","2120"
"fiModelDesc","D41E-6C","2121"
"fiModelDesc","D41P","2122"
"fiModelDesc","D41P-5","2123"
"fiModelDesc","D41P-6","2124"
"fiModelDesc","D41P3","2125"
"fiModelDesc","D41PX","2126"
"fiModelDesc","D41PX6","2127"
"fiModelDesc","D455A","2128"
"fiModelDesc","D455A1","2129"
"fiModelDesc","D45A","2130"
"fiModelDesc","D45P","2131"
"fiModelDesc","D45P-1","2132"
"fiModelDesc","D475A","2133"
"fiModelDesc","D475A-2","2134"
"fiModelDesc","D4B","2135"
"fiModelDesc","D4BLGP","2136"
"fiModelDesc","D4C","2137"
"fiModelDesc","D4CII","2138"
"fiModelDesc","D4CIII","2139"
"fiModelDesc","D4CIIILGP","2140"
"fiModelDesc","D4CIIIXL","2141"
"fiModelDesc","D4CIILGP","2142"
"fiModelDesc","D4CLGP","2143"
"fiModelDesc","D4CXL","2144"
"fiModelDesc","D4D","2145"
"fiModelDesc","D4DLGP","2146"
"fiModelDesc","D4DSA","2147"
"fiModelDesc","D4E","2148"
"fiModelDesc","D4ELGP","2149"
"fiModelDesc","D4ESA","2150"
"fiModelDesc","D4G","2151"
"fiModelDesc","D4GLGP","2152"
"fiModelDesc","D4GXL","2153"
"fiModelDesc","D4H","2154"
"fiModelDesc","D4HII","2155"
"fiModelDesc","D4HIIILGP","2156"
"fiModelDesc","D4HIIIXL","2157"
"fiModelDesc","D4HIILGP","2158"
"fiModelDesc","D4HLGP","2159"
"fiModelDesc","D4HXL","2160"
"fiModelDesc","D4KLGP","2161"
"fiModelDesc","D4KXL","2162"
"fiModelDesc","D5","2163"
"fiModelDesc","D50","2164"
"fiModelDesc","D50P-18","2165"
"fiModelDesc","D50P17","2166"
"fiModelDesc","D51-EX","2167"
"fiModelDesc","D51PX22","2168"
"fiModelDesc","D53","2169"
"fiModelDesc","D53A","2170"
"fiModelDesc","D53A-18","2171"
"fiModelDesc","D53A16","2172"
"fiModelDesc","D53A17","2173"
"fiModelDesc","D53P","2174"
"fiModelDesc","D53P-17","2175"
"fiModelDesc","D53P-18","2176"
"fiModelDesc","D560HD","2177"
"fiModelDesc","D562","2178"
"fiModelDesc","D58","2179"
"fiModelDesc","D58-1","2180"
"fiModelDesc","D58E","2181"
"fiModelDesc","D58E-1","2182"
"fiModelDesc","D58E-1B","2183"
"fiModelDesc","D58P","2184"
"fiModelDesc","D58P-1","2185"
"fiModelDesc","D5B","2186"
"fiModelDesc","D5BLGP","2187"
"fiModelDesc","D5BSA","2188"
"fiModelDesc","D5C","2189"
"fiModelDesc","D5CIII","2190"
"fiModelDesc","D5CIIILGP","2191"
"fiModelDesc","D5CIIISLGP","2192"
"fiModelDesc","D5CIIIXL","2193"
"fiModelDesc","D5CLGP","2194"
"fiModelDesc","D5CXL","2195"
"fiModelDesc","D5G","2196"
"fiModelDesc","D5GLGP","2197"
"fiModelDesc","D5GXL","2198"
"fiModelDesc","D5H","2199"
"fiModelDesc","D5HII","2200"
"fiModelDesc","D5HIILGP","2201"
"fiModelDesc","D5HIIXL","2202"
"fiModelDesc","D5HLGP","2203"
"fiModelDesc","D5HXL","2204"
"fiModelDesc","D5KLGP","2205"
"fiModelDesc","D5KXL","2206"
"fiModelDesc","D5LGP","2207"
"fiModelDesc","D5M","2208"
"fiModelDesc","D5MLGP","2209"
"fiModelDesc","D5MXL","2210"
"fiModelDesc","D5NLGP","2211"
"fiModelDesc","D5NXL","2212"
"fiModelDesc","D5SA","2213"
"fiModelDesc","D6","2214"
"fiModelDesc","D60","2215"
"fiModelDesc","D600","2216"
"fiModelDesc","D600D","2217"
"fiModelDesc","D60A-11","2218"
"fiModelDesc","D60E","2219"
"fiModelDesc","D60F","2220"
"fiModelDesc","D60P","2221"
"fiModelDesc","D60P-7","2222"
"fiModelDesc","D60P-8","2223"
"fiModelDesc","D60P12","2224"
"fiModelDesc","D61EX","2225"
"fiModelDesc","D61EX-12","2226"
"fiModelDesc","D61EX15","2227"
"fiModelDesc","D61P12","2228"
"fiModelDesc","D61PX","2229"
"fiModelDesc","D61PX-12","2230"
"fiModelDesc","D61PX-15","2231"
"fiModelDesc","D61PX-15E0LGP","2232"
"fiModelDesc","D61PX-15LGP","2233"
"fiModelDesc","D63","2234"
"fiModelDesc","D63E","2235"
"fiModelDesc","D63E-1","2236"
"fiModelDesc","D65","2237"
"fiModelDesc","D65-12","2238"
"fiModelDesc","D65A","2239"
"fiModelDesc","D65A-8","2240"
"fiModelDesc","D65E","2241"
"fiModelDesc","D65E-6","2242"
"fiModelDesc","D65E-7","2243"
"fiModelDesc","D65E-8","2244"
"fiModelDesc","D65E12","2245"
"fiModelDesc","D65EX","2246"
"fiModelDesc","D65EX-12","2247"
"fiModelDesc","D65EX-15","2248"
"fiModelDesc","D65EX12E","2249"
"fiModelDesc","D65EX12LT","2250"
"fiModelDesc","D65EXL","2251"
"fiModelDesc","D65P","2252"
"fiModelDesc","D65P-11","2253"
"fiModelDesc","D65P-12","2254"
"fiModelDesc","D65P-6","2255"
"fiModelDesc","D65P-7","2256"
"fiModelDesc","D65P-8","2257"
"fiModelDesc","D65PX","2258"
"fiModelDesc","D65PX-12","2259"
"fiModelDesc","D65PX-15","2260"
"fiModelDesc","D65PX-15E0LGP","2261"
"fiModelDesc","D65PX-15LGP","2262"
"fiModelDesc","D65PX12E","2263"
"fiModelDesc","D65WX","2264"
"fiModelDesc","D65WX15","2265"
"fiModelDesc","D68","2266"
"fiModelDesc","D68E","2267"
"fiModelDesc","D68E-1","2268"
"fiModelDesc","D68P","2269"
"fiModelDesc","D68P-1","2270"
"fiModelDesc","D68PLGP","2271"
"fiModelDesc","D6B","2272"
"fiModelDesc","D6BLGP","2273"
"fiModelDesc","D6C","2274"
"fiModelDesc","D6CLGP","2275"
"fiModelDesc","D6CSA","2276"
"fiModelDesc","D6D","2277"
"fiModelDesc","D6DLGP","2278"
"fiModelDesc","D6DSA","2279"
"fiModelDesc","D6E","2280"
"fiModelDesc","D6G","2281"
"fiModelDesc","D6H","2282"
"fiModelDesc","D6HII","2283"
"fiModelDesc","D6HIILGP","2284"
"fiModelDesc","D6HIILS","2285"
"fiModelDesc","D6HIIXL","2286"
"fiModelDesc","D6HIIXR","2287"
"fiModelDesc","D6HLGP","2288"
"fiModelDesc","D6HXL","2289"
"fiModelDesc","D6KLGP","2290"
"fiModelDesc","D6KXL","2291"
"fiModelDesc","D6MLGP","2292"
"fiModelDesc","D6MXL","2293"
"fiModelDesc","D6N","2294"
"fiModelDesc","D6NLGP","2295"
"fiModelDesc","D6NXL","2296"
"fiModelDesc","D6R","2297"
"fiModelDesc","D6RII","2298"
"fiModelDesc","D6RIII","2299"
"fiModelDesc","D6RIIILGP","2300"
"fiModelDesc","D6RIIILGPVP","2301"
"fiModelDesc","D6RIIIXL","2302"
"fiModelDesc","D6RIIIXLVP","2303"
"fiModelDesc","D6RIIIXW","2304"
"fiModelDesc","D6RIILGP","2305"
"fiModelDesc","D6RIIXL","2306"
"fiModelDesc","D6RIIXW","2307"
"fiModelDesc","D6RLGP","2308"
"fiModelDesc","D6RXL","2309"
"fiModelDesc","D6RXR","2310"
"fiModelDesc","D6RXW","2311"
"fiModelDesc","D7","2312"
"fiModelDesc","D700A","2313"
"fiModelDesc","D715","2314"
"fiModelDesc","D75","2315"
"fiModelDesc","D750","2316"
"fiModelDesc","D75LGP","2317"
"fiModelDesc","D75LT","2318"
"fiModelDesc","D7C","2319"
"fiModelDesc","D7D","2320"
"fiModelDesc","D7E","2321"
"fiModelDesc","D7E1970","2322"
"fiModelDesc","D7F","2323"
"fiModelDesc","D7G","2324"
"fiModelDesc","D7GLGP","2325"
"fiModelDesc","D7GSA","2326"
"fiModelDesc","D7H","2327"
"fiModelDesc","D7HII","2328"
"fiModelDesc","D7HIILGP","2329"
"fiModelDesc","D7HLGP","2330"
"fiModelDesc","D7R","2331"
"fiModelDesc","D7RII","2332"
"fiModelDesc","D7RIILGP","2333"
"fiModelDesc","D7RIIXR","2334"
"fiModelDesc","D7RLGP","2335"
"fiModelDesc","D8","2336"
"fiModelDesc","D800","2337"
"fiModelDesc","D80F","2338"
"fiModelDesc","D83E","2339"
"fiModelDesc","D83E-1","2340"
"fiModelDesc","D83P","2341"
"fiModelDesc","D85","2342"
"fiModelDesc","D85-18","2343"
"fiModelDesc","D85A","2344"
"fiModelDesc","D85A-12","2345"
"fiModelDesc","D85A-21","2346"
"fiModelDesc","D85E","2347"
"fiModelDesc","D85E-12","2348"
"fiModelDesc","D85E-18","2349"
"fiModelDesc","D85E-21","2350"
"fiModelDesc","D85ESS","2351"
"fiModelDesc","D85ESS-2","2352"
"fiModelDesc","D85EX15","2353"
"fiModelDesc","D85LGP","2354"
"fiModelDesc","D85LT","2355"
"fiModelDesc","D85P","2356"
"fiModelDesc","D85P-18","2357"
"fiModelDesc","D85P-21","2358"
"fiModelDesc","D85PX15","2359"
"fiModelDesc","D87E","2360"
"fiModelDesc","D87E-2","2361"
"fiModelDesc","D8E","2362"
"fiModelDesc","D8F","2363"
"fiModelDesc","D8H","2364"
"fiModelDesc","D8K","2365"
"fiModelDesc","D8L","2366"
"fiModelDesc","D8N","2367"
"fiModelDesc","D8NNSUC","2368"
"fiModelDesc","D8R","2369"
"fiModelDesc","D8RII","2370"
"fiModelDesc","D8RLRC","2371"
"fiModelDesc","D95","2372"
"fiModelDesc","D95LGP","2373"
"fiModelDesc","D95WT","2374"
"fiModelDesc","D95XLT","2375"
"fiModelDesc","D9D","2376"
"fiModelDesc","D9E","2377"
"fiModelDesc","D9G","2378"
"fiModelDesc","D9H","2379"
"fiModelDesc","D9L","2380"
"fiModelDesc","D9N","2381"
"fiModelDesc","D9R","2382"
"fiModelDesc","DC100","2383"
"fiModelDesc","DC100LGP","2384"
"fiModelDesc","DC150","2385"
"fiModelDesc","DC150B","2386"
"fiModelDesc","DC150BLGP","2387"
"fiModelDesc","DC150BLGPPS","2388"
"fiModelDesc","DC150LGP","2389"
"fiModelDesc","DC150LT","2390"
"fiModelDesc","DC180BLGP","2391"
"fiModelDesc","DC180LT","2392"
"fiModelDesc","DC180S","2393"
"fiModelDesc","DC70HLGP","2394"
"fiModelDesc","DC70LGP","2395"
"fiModelDesc","DC75","2396"
"fiModelDesc","DC75LGP","2397"
"fiModelDesc","DC75LT","2398"
"fiModelDesc","DC75WT","2399"
"fiModelDesc","DC80","2400"
"fiModelDesc","DC80LGP","2401"
"fiModelDesc","DC85","2402"
"fiModelDesc","DC85LGP","2403"
"fiModelDesc","DC95","2404"
"fiModelDesc","DC95LGP","2405"
"fiModelDesc","DC95WT","2406"
"fiModelDesc","DC95XLT","2407"
"fiModelDesc","DD","2408"
"fiModelDesc","DD80","2409"
"fiModelDesc","DD80L","2410"
"fiModelDesc","DH130","2411"
"fiModelDesc","DH130II","2412"
"fiModelDesc","DH130LC","2413"
"fiModelDesc","DH180","2414"
"fiModelDesc","DH180LC","2415"
"fiModelDesc","DH200","2416"
"fiModelDesc","DH200LC","2417"
"fiModelDesc","DH220LC","2418"
"fiModelDesc","DH280LCIII","2419"
"fiModelDesc","DH320","2420"
"fiModelDesc","DH50","2421"
"fiModelDesc","DL520","2422"
"fiModelDesc","DL720","2423"
"fiModelDesc","DSL601","2424"
"fiModelDesc","DSL801","2425"
"fiModelDesc","DX175","2426"
"fiModelDesc","DX40","2427"
"fiModelDesc","DX40M","2428"
"fiModelDesc","DX45","2429"
"fiModelDesc","DX45M","2430"
"fiModelDesc","DX75","2431"
"fiModelDesc","DX75M","2432"
"fiModelDesc","E110","2433"
"fiModelDesc","E110B","2434"
"fiModelDesc","E120","2435"
"fiModelDesc","E120B","2436"
"fiModelDesc","E130","2437"
"fiModelDesc","E140","2438"
"fiModelDesc","E15SR","2439"
"fiModelDesc","E180","2440"
"fiModelDesc","E180L","2441"
"fiModelDesc","E200B","2442"
"fiModelDesc","E200BL","2443"
"fiModelDesc","E215LC","2444"
"fiModelDesc","E240","2445"
"fiModelDesc","E240B","2446"
"fiModelDesc","E240BL","2447"
"fiModelDesc","E240C","2448"
"fiModelDesc","E240L","2449"
"fiModelDesc","E300","2450"
"fiModelDesc","E300B","2451"
"fiModelDesc","E50SR","2452"
"fiModelDesc","E70","2453"
"fiModelDesc","E70B","2454"
"fiModelDesc","E70SR","2455"
"fiModelDesc","E806","2456"
"fiModelDesc","E80MSR","2457"
"fiModelDesc","E820","2458"
"fiModelDesc","E830","2459"
"fiModelDesc","EC130","2460"
"fiModelDesc","EC130LC","2461"
"fiModelDesc","EC140","2462"
"fiModelDesc","EC140B","2463"
"fiModelDesc","EC140BLC","2464"
"fiModelDesc","EC140LC","2465"
"fiModelDesc","EC15","2466"
"fiModelDesc","EC150","2467"
"fiModelDesc","EC150LC","2468"
"fiModelDesc","EC15B","2469"
"fiModelDesc","EC15BXTV","2470"
"fiModelDesc","EC160","2471"
"fiModelDesc","EC160B","2472"
"fiModelDesc","EC160BLC","2473"
"fiModelDesc","EC160CL","2474"
"fiModelDesc","EC160LC","2475"
"fiModelDesc","EC180B","2476"
"fiModelDesc","EC20","2477"
"fiModelDesc","EC20BXTV","2478"
"fiModelDesc","EC210","2479"
"fiModelDesc","EC210B","2480"
"fiModelDesc","EC210BLC","2481"
"fiModelDesc","EC210C","2482"
"fiModelDesc","EC210CL","2483"
"fiModelDesc","EC210CLC","2484"
"fiModelDesc","EC210LC","2485"
"fiModelDesc","EC210LR","2486"
"fiModelDesc","EC215","2487"
"fiModelDesc","EC215LC","2488"
"fiModelDesc","EC240","2489"
"fiModelDesc","EC240B","2490"
"fiModelDesc","EC240BLC","2491"
"fiModelDesc","EC240BLR","2492"
"fiModelDesc","EC240CL","2493"
"fiModelDesc","EC240LC","2494"
"fiModelDesc","EC240LR","2495"
"fiModelDesc","EC25","2496"
"fiModelDesc","EC270","2497"
"fiModelDesc","EC27C","2498"
"fiModelDesc","EC280","2499"
"fiModelDesc","EC280LC","2500"
"fiModelDesc","EC290","2501"
"fiModelDesc","EC290B","2502"
"fiModelDesc","EC290BLC","2503"
"fiModelDesc","EC290BLR","2504"
"fiModelDesc","EC290CLC","2505"
"fiModelDesc","EC290LC","2506"
"fiModelDesc","EC30","2507"
"fiModelDesc","EC330B","2508"
"fiModelDesc","EC330BLC","2509"
"fiModelDesc","EC340","2510"
"fiModelDesc","EC340LC","2511"
"fiModelDesc","EC35","2512"
"fiModelDesc","EC350","2513"
"fiModelDesc","EC350LC","2514"
"fiModelDesc","EC35A","2515"
"fiModelDesc","EC35C","2516"
"fiModelDesc","EC360","2517"
"fiModelDesc","EC360B","2518"
"fiModelDesc","EC360BLC","2519"
"fiModelDesc","EC360CL","2520"
"fiModelDesc","EC360LC","2521"
"fiModelDesc","EC45","2522"
"fiModelDesc","EC45PRO","2523"
"fiModelDesc","EC460","2524"
"fiModelDesc","EC460B","2525"
"fiModelDesc","EC460BLC","2526"
"fiModelDesc","EC460LC","2527"
"fiModelDesc","EC55","2528"
"fiModelDesc","EC55-3","2529"
"fiModelDesc","EC55B     ","2530"
"fiModelDesc","EC55BPRO","2531"
"fiModelDesc","EC55C","2532"
"fiModelDesc","ECR28","2533"
"fiModelDesc","ECR38","2534"
"fiModelDesc","ECR58","2535"
"fiModelDesc","ECR88","2536"
"fiModelDesc","ECR88B","2537"
"fiModelDesc","ECR88PLUS","2538"
"fiModelDesc","ED150","2539"
